"920448","2","-0.014","0.011","-0.005"
"920449","1","0.016","0.027","0.011"
"920454","2","-0.014","0.006","-0.005"
"920455","1","-0.030","-0.015","0.001"
"920458","2","-0.016","-0.006","-0.007"
"920459","1","-0.086","-0.071","-0.077"
"920468","1","-0.049","-0.040","-0.079"
"920468","2","-0.013","-0.009","-0.011"
"920473","2","-0.012","-0.005","-0.007"
"920474","1","-0.014","-0.026","-0.092"
"920484","1","-0.051","-0.016","-0.057"
"920485","2","-0.006","-0.010","-0.000"
"920489","2","-0.004","-0.014","-0.008"
"920490","1","-0.128","-0.042","-0.072"
"920493","2","-0.001","-0.023","-0.016"
"920494","1","-0.171","-0.052","-0.086"
"920498","2","0.004","-0.031","-0.018"
"920498","1","-0.121","-0.054","-0.116"
"920503","2","0.009","-0.036","-0.018"
"920504","1","-0.036","-0.018","-0.119"
"920511","2","0.014","-0.039","-0.015"
"920512","2","0.020","-0.034","-0.015"
"920513","1","-0.001","-0.005","-0.015"
"920518","2","0.025","-0.034","-0.017"
"920518","1","-0.002","-0.035","0.035"
"920523","1","0.004","-0.046","0.070"
"920523","2","0.029","-0.036","-0.019"
"920528","1","0.012","-0.015","0.047"
"920529","2","0.024","-0.036","-0.020"
"920533","2","0.022","-0.037","-0.015"
"920537","2","0.023","-0.034","-0.010"
"920538","1","0.054","0.045","0.037"
"920544","1","0.052","0.047","0.090"
"920545","2","0.021","-0.027","-0.008"
"920548","2","0.015","-0.021","-0.008"
"920549","1","0.072","0.060","0.129"
"920552","1","0.076","0.055","0.134"
"920553","2","0.010","-0.013","-0.011"
"920558","1","0.057","0.031","0.110"
"920558","2","0.002","-0.012","-0.008"
"920566","1","0.046","-0.001","0.103"
"920567","2","-0.003","-0.009","-0.004"
"920568","1","0.035","-0.037","0.049"
"920573","1","0.009","-0.057","0.004"
"920573","2","-0.002","-0.008","-0.003"
"920577","1","-0.004","-0.064","-0.024"
"920578","2","-0.001","-0.006","-0.004"
"920583","2","0.002","-0.006","-0.001"
"920584","1","0.001","-0.048","-0.042"
"920590","2","0.007","-0.007","0.006"
"920597","2","0.016","-0.011","0.018"
"920598","1","0.034","-0.122","-0.060"
"920599","1","0.033","-0.154","-0.059"
"920602","2","0.018","-0.009","0.021"
"920603","1","0.010","-0.124","-0.066"
"920607","2","0.024","-0.014","0.023"
"920608","1","0.002","-0.075","-0.039"
"920612","1","-0.005","-0.031","-0.003"
"920613","2","0.029","-0.014","0.024"
"920617","2","0.027","-0.011","0.023"
"920623","1","-0.042","0.037","0.034"
"920623","2","0.021","-0.008","0.022"
"920627","2","0.015","-0.013","0.017"
"920628","1","-0.077","0.006","-0.015"
"920632","2","0.013","-0.021","0.016"
"920633","1","-0.097","0.001","-0.105"
"920637","2","0.018","-0.028","0.015"
"920637","1","-0.099","-0.001","-0.209"
"920642","1","-0.123","-0.020","-0.252"
"920643","2","0.024","-0.038","0.019"
"920647","1","-0.127","-0.043","-0.200"
"920652","2","0.038","-0.057","0.025"
"920653","1","-0.075","-0.041","-0.120"
"920658","1","-0.014","-0.001","-0.037"
"920660","2","0.044","-0.051","0.024"
"920663","2","0.043","-0.047","0.020"
"920664","1","0.019","0.067","0.042"
"920667","2","0.038","-0.046","0.018"
"920667","1","0.009","0.114","0.107"
"920672","1","-0.021","0.121","0.167"
"920677","2","0.019","-0.041","0.010"
"920678","1","-0.048","0.108","0.246"
"920682","2","0.009","-0.031","0.001"
"920683","1","0.000","0.124","0.270"
"920687","2","0.007","-0.018","-0.009"
"920687","1","0.071","0.167","0.172"
"920692","1","0.100","0.185","0.069"
"920693","2","0.007","-0.009","-0.017"
"920697","1","0.093","0.180","0.043"
"920697","2","0.000","-0.005","-0.017"
"920702","2","-0.014","0.001","-0.014"
"920707","2","-0.032","0.003","-0.015"
"920707","1","-0.022","0.199","0.082"
"920712","1","-0.045","0.159","0.073"
"920713","2","-0.039","0.003","-0.020"
"920717","1","-0.044","0.081","0.021"
"920718","2","-0.045","-0.001","-0.029"
"920722","1","-0.040","-0.010","-0.027"
"920723","2","-0.051","-0.006","-0.035"
"920727","2","-0.051","-0.009","-0.031"
"920732","2","-0.047","-0.011","-0.024"
"920733","1","0.027","-0.165","-0.079"
"920737","2","-0.035","-0.010","-0.015"
"920737","1","0.052","-0.206","-0.087"
"920741","2","-0.026","-0.008","-0.008"
"920742","1","0.047","-0.174","-0.100"
"920747","1","0.051","-0.127","-0.069"
"920747","2","-0.017","-0.004","-0.001"
"920753","1","0.037","-0.101","-0.039"
"920754","2","-0.012","-0.004","0.005"
"920759","1","0.002","-0.077","-0.025"
"920762","2","-0.007","-0.013","0.007"
"920763","1","-0.040","-0.063","-0.019"
"920767","2","-0.004","-0.014","0.012"
"920768","1","-0.033","-0.034","-0.018"
"920771","2","-0.003","-0.015","0.014"
"920772","1","0.000","-0.023","0.020"
"920777","2","-0.006","-0.018","0.015"
"920777","1","-0.015","-0.022","0.014"
"920781","2","-0.008","-0.018","0.012"
"920786","2","-0.008","-0.014","0.014"
"920788","1","-0.005","-0.027","-0.012"
"920791","1","-0.039","-0.019","-0.029"
"920792","2","-0.004","-0.013","0.015"
"920796","1","-0.041","-0.026","-0.028"
"920797","2","-0.002","-0.014","0.017"
"920802","2","0.001","-0.013","0.015"
"920802","1","-0.012","-0.019","-0.052"
"920806","2","0.005","-0.010","0.016"
"920807","1","-0.004","-0.038","0.024"
"920811","1","0.013","0.012","0.072"
"920817","2","0.013","-0.007","0.008"
"920818","1","0.032","0.049","0.105"
"920821","2","0.013","-0.002","0.005"
"920822","1","0.011","0.051","0.045"
"920826","2","0.010","0.001","0.005"
"920827","1","0.010","0.060","0.021"
"920831","1","0.003","0.069","0.046"
"920832","2","0.006","0.003","0.006"
"920836","1","-0.025","0.055","0.025"
"920842","1","-0.047","0.089","0.011"
"920842","2","-0.005","0.005","0.006"
"920846","2","-0.008","0.003","0.001"
"920847","1","-0.030","0.091","-0.013"
"920851","1","-0.026","0.082","-0.035"
"920852","2","-0.008","0.002","-0.001"
"920856","2","-0.009","0.003","-0.005"
"920861","1","-0.060","0.058","0.004"
"920862","2","-0.013","0.000","-0.007"
"920866","1","-0.044","0.036","0.007"
"920872","2","-0.019","-0.004","-0.007"
"920873","1","-0.036","0.013","0.016"
"920876","2","-0.019","-0.006","-0.006"
"920878","1","-0.013","-0.023","0.027"
"920881","1","-0.008","-0.010","-0.008"
"920882","2","-0.019","-0.008","-0.007"
"920886","1","-0.022","0.009","-0.060"
"920887","2","-0.018","-0.009","-0.006"
"920891","1","-0.022","0.031","-0.043"
"920892","2","-0.020","-0.004","-0.010"
"920896","1","-0.030","0.031","-0.025"
"920901","2","-0.014","-0.005","-0.018"
"920903","1","-0.038","0.041","0.005"
"920906","1","-0.029","0.044","0.006"
"920907","2","-0.015","-0.003","-0.024"
"920911","1","0.000","0.080","0.042"
"920912","2","-0.022","0.001","-0.024"
"920916","1","0.028","0.069","0.050"
"920917","2","-0.032","0.003","-0.020"
"920921","2","-0.045","-0.000","-0.015"
"920926","2","-0.058","-0.005","-0.009"
"920927","1","-0.003","-0.064","0.126"
"920931","2","-0.064","-0.006","-0.009"
"920931","1","0.007","-0.105","0.115"
"920937","1","0.015","-0.100","0.103"
"920937","2","-0.066","-0.007","-0.004"
"920941","2","-0.067","-0.001","-0.002"
"920942","1","0.057","-0.042","0.186"
"920946","1","0.108","0.052","0.307"
"920946","2","-0.074","0.012","-0.001"
"920951","1","0.124","0.055","0.297"
"920956","2","-0.113","0.042","-0.001"
"920957","1","0.122","-0.013","0.272"
"920961","2","-0.128","0.042","0.011"
"920962","1","0.091","-0.134","0.290"
"920966","1","0.054","-0.238","0.258"
"920966","2","-0.137","0.046","0.023"
"920971","2","-0.135","0.056","0.030"
"920971","1","0.050","-0.296","0.237"
"920976","2","-0.128","0.065","0.032"
"920981","2","-0.120","0.080","0.034"
"920982","1","0.097","-0.253","0.170"
"920986","2","-0.098","0.096","0.036"
"920987","1","0.127","-0.105","0.083"
"920990","2","-0.076","0.107","0.033"
"920992","1","0.169","0.012","0.024"
"920996","2","-0.075","0.113","0.035"
"920996","1","0.145","-0.009","-0.045"
"921001","2","-0.091","0.110","0.056"
"921001","1","0.075","-0.127","-0.193"
"921008","2","-0.118","0.097","0.095"
"921010","2","-0.140","0.073","0.135"
"921011","1","-0.054","-0.387","-0.424"
"921015","2","-0.126","0.050","0.159"
"921016","1","-0.135","-0.450","-0.516"
"921021","2","-0.085","0.033","0.162"
"921021","1","-0.151","-0.449","-0.536"
"921025","2","-0.046","0.022","0.152"
"921026","1","-0.147","-0.443","-0.535"
"921030","2","-0.010","0.014","0.137"
"921036","2","0.041","-0.000","0.126"
"921037","1","-0.215","-0.336","-0.598"
"921041","2","0.095","-0.021","0.129"
"921041","1","-0.201","-0.163","-0.494"
"921046","2","0.130","-0.032","0.137"
"921046","1","-0.147","-0.012","-0.369"
"921051","2","0.140","-0.039","0.146"
"921051","1","-0.131","0.109","-0.312"
"921056","2","0.148","-0.046","0.145"
"921056","1","-0.131","0.226","-0.313"
"921065","1","-0.072","0.574","-0.125"
"921066","2","0.187","-0.065","0.123"
"921071","1","-0.034","0.596","-0.022"
"921072","2","0.179","-0.060","0.110"
"921075","2","0.147","-0.057","0.093"
"921076","1","-0.057","0.466","0.019"
"921081","1","-0.114","0.363","0.076"
"921081","2","0.124","-0.066","0.080"
"921086","2","0.113","-0.073","0.068"
"921087","1","-0.114","0.385","0.230"
"921093","1","-0.063","0.481","0.369"
"921096","2","0.061","-0.072","0.039"
"921096","1","-0.011","0.556","0.431"
"921100","1","0.038","0.587","0.472"
"921101","2","0.007","-0.065","0.019"
"921105","1","0.050","0.530","0.507"
"921106","2","-0.049","-0.060","0.005"
"921110","1","0.058","0.371","0.534"
"921111","2","-0.088","-0.055","-0.009"
"921115","1","0.097","0.197","0.552"
"921120","2","-0.099","-0.019","-0.043"
"921121","1","0.142","0.065","0.501"
"921125","1","0.189","-0.060","0.382"
"921125","2","-0.090","0.005","-0.055"
"921130","2","-0.079","0.031","-0.061"
"921131","1","0.221","-0.130","0.230"
"921135","2","-0.062","0.051","-0.062"
"921136","1","0.207","-0.117","0.161"
"921140","2","-0.040","0.069","-0.060"
"921140","1","0.154","-0.133","0.137"
"921148","1","0.114","-0.150","0.042"
"921150","2","0.010","0.093","-0.063"
"921150","1","0.060","-0.112","-0.037"
"921155","2","0.038","0.097","-0.071"
"921156","1","0.000","0.006","-0.033"
"921160","2","0.061","0.097","-0.076"
"921160","1","-0.009","0.096","0.005"
"921165","1","-0.016","0.135","0.001"
"921166","2","0.063","0.096","-0.081"
"921170","1","-0.062","0.094","-0.097"
"921175","2","0.014","0.085","-0.079"
"921176","1","-0.155","0.012","-0.345"
"921180","2","-0.002","0.069","-0.075"
"921181","1","-0.219","-0.060","-0.457"
"921185","2","0.012","0.048","-0.072"
"921186","1","-0.252","-0.020","-0.336"
"921190","2","0.043","0.032","-0.071"
"921190","1","-0.259","0.071","-0.209"
"921195","2","0.071","0.027","-0.084"
"921196","1","-0.226","0.170","-0.191"
"921202","2","0.072","0.025","-0.109"
"921204","2","0.058","0.014","-0.133"
"921205","1","-0.196","0.361","-0.098"
"921210","2","0.046","-0.001","-0.148"
"921210","1","-0.233","0.524","-0.135"
"921214","2","0.031","-0.011","-0.157"
"921215","1","-0.229","0.571","-0.234"
"921219","1","-0.200","0.589","-0.146"
"921220","2","0.002","-0.025","-0.169"
"921224","1","-0.176","0.649","0.023"
"921230","1","-0.146","0.621","-0.004"
"921230","2","-0.060","-0.047","-0.189"
"921234","1","-0.111","0.509","-0.088"
"921235","2","-0.106","-0.050","-0.197"
"921240","2","-0.164","-0.058","-0.209"
"921240","1","-0.052","0.290","-0.035"
"921246","2","-0.216","-0.071","-0.211"
"921247","1","-0.002","0.035","0.162"
"921250","1","0.064","-0.234","0.410"
"921250","2","-0.243","-0.082","-0.204"
"921256","2","-0.261","-0.084","-0.193"
"921260","1","0.259","-0.546","0.231"
"921260","2","-0.280","-0.074","-0.175"
"921265","2","-0.278","-0.066","-0.152"
"921265","1","0.295","-0.775","0.075"
"921270","2","-0.252","-0.057","-0.123"
"921270","1","0.279","-0.864","0.034"
"921274","1","0.283","-0.897","0.151"
"921275","2","-0.197","-0.039","-0.100"
"921279","2","-0.135","-0.014","-0.083"
"921285","2","-0.082","0.023","-0.077"
"921285","1","0.377","-0.516","0.437"
"921290","2","-0.041","0.066","-0.075"
"921290","1","0.379","-0.183","0.507"
"921294","2","-0.009","0.099","-0.073"
"921299","2","0.007","0.128","-0.071"
"921300","1","0.342","0.129","0.622"
"921304","2","-0.012","0.144","-0.068"
"921306","1","0.260","0.266","0.779"
"921309","2","-0.065","0.161","-0.062"
"921314","2","-0.130","0.165","-0.055"
"921315","1","0.122","-0.067","0.473"
"921319","1","0.060","-0.437","0.008"
"921320","2","-0.184","0.161","-0.041"
"921324","1","0.077","-0.697","-0.346"
"921325","2","-0.196","0.148","-0.003"
"921329","2","-0.165","0.137","0.040"
"921330","1","0.060","-0.828","-0.495"
"921334","1","0.097","-0.909","-0.597"
"921335","2","-0.109","0.129","0.087"
"921341","1","0.106","-0.925","-0.661"
"921344","2","0.002","0.120","0.136"
"921345","1","0.070","-0.910","-0.745"
"921349","2","0.055","0.106","0.156"
"921350","1","0.030","-0.806","-0.737"
"921354","2","0.118","0.094","0.176"
"921355","1","-0.071","-0.597","-0.563"
"921359","2","0.176","0.085","0.181"
"921360","1","-0.159","-0.247","-0.316"
"921364","2","0.190","0.076","0.176"
"921369","2","0.141","0.064","0.165"
"921370","1","-0.200","0.362","0.053"
"921374","2","0.059","0.043","0.151"
"921375","1","-0.255","0.533","-0.046"
"921379","2","-0.007","0.008","0.139"
"921380","1","-0.333","0.531","-0.310"
"921384","2","-0.045","-0.034","0.135"
"921385","1","-0.369","0.427","-0.530"
"921389","2","-0.072","-0.075","0.138"
"921389","1","-0.344","0.282","-0.536"
"921396","1","-0.289","0.044","-0.464"
"921399","2","-0.114","-0.118","0.145"
"921400","1","-0.259","-0.271","-0.507"
"921404","2","-0.097","-0.139","0.155"
"921404","1","-0.212","-0.519","-0.528"
"921409","2","-0.036","-0.161","0.174"
"921410","1","-0.096","-0.588","-0.387"
"921414","2","0.049","-0.163","0.194"
"921415","1","0.024","-0.524","-0.177"
"921419","2","0.119","-0.147","0.205"
"921424","2","0.159","-0.129","0.202"
"921425","1","0.111","-0.317","0.089"
"921429","2","0.193","-0.114","0.191"
"921430","1","0.101","-0.174","0.089"
"921434","2","0.235","-0.106","0.179"
"921434","1","0.068","-0.014","0.139"
"921439","2","0.282","-0.091","0.167"
"921439","1","0.060","0.180","0.284"
"921444","2","0.316","-0.064","0.148"
"921444","1","0.087","0.363","0.439"
"921452","2","0.321","-0.034","0.120"
"921455","2","0.293","-0.013","0.091"
"921455","1","0.122","0.641","0.634"
"921462","1","0.115","0.734","0.668"
"921463","2","0.252","0.001","0.071"
"921468","1","0.099","0.744","0.603"
"921468","2","0.205","0.013","0.052"
"921470","2","0.158","0.033","0.031"
"921471","1","0.076","0.685","0.480"
"921474","1","0.031","0.630","0.291"
"921478","2","0.103","0.071","-0.020"
"921479","1","-0.008","0.592","0.020"
"921484","2","0.124","0.083","-0.051"
"921484","1","-0.049","0.595","-0.181"
"921489","1","-0.108","0.681","-0.212"
"921489","2","0.169","0.083","-0.084"
"921495","2","0.211","0.090","-0.124"
"921496","1","-0.155","0.844","-0.265"
"921499","1","-0.193","1.054","-0.287"
"921499","2","0.230","0.093","-0.167"
"921504","1","-0.258","1.309","-0.151"
"921509","2","0.185","0.059","-0.240"
"921510","1","-0.324","1.561","-0.058"
"921514","2","0.110","0.037","-0.268"
"921514","1","-0.357","1.686","0.064"
"921519","2","0.009","0.012","-0.304"
"921519","1","-0.353","1.704","0.320"
"921524","2","-0.105","-0.009","-0.327"
"921525","1","-0.295","1.614","0.444"
"921528","1","-0.221","1.301","0.386"
"921534","2","-0.384","-0.033","-0.363"
"921534","1","-0.143","0.795","0.374"
"921539","2","-0.514","-0.054","-0.371"
"921539","1","-0.073","0.263","0.484"
"921544","2","-0.597","-0.072","-0.353"
"921544","1","0.014","-0.219","0.585"
"921548","2","-0.649","-0.080","-0.325"
"921549","1","0.142","-0.647","0.485"
"921553","2","-0.681","-0.079","-0.293"
"921554","1","0.275","-0.985","0.170"
"921559","1","0.358","-1.280","-0.151"
"921563","2","-0.603","-0.062","-0.213"
"921564","1","0.386","-1.415","-0.251"
"921568","2","-0.493","-0.039","-0.184"
"921569","1","0.371","-1.284","-0.165"
"921573","2","-0.368","0.001","-0.163"
"921575","1","0.342","-1.098","-0.057"
"921578","2","-0.271","0.041","-0.142"
"921580","1","0.306","-1.035","0.020"
"921583","1","0.255","-1.150","0.001"
"921588","2","-0.195","0.062","-0.094"
"921589","1","0.216","-1.261","-0.073"
"921593","2","-0.178","0.054","-0.064"
"921594","1","0.207","-1.293","-0.260"
"921598","2","-0.159","0.058","-0.015"
"921599","1","0.214","-1.318","-0.472"
"921603","1","0.218","-1.339","-0.593"
"921604","2","-0.142","0.057","0.041"
"921608","2","-0.120","0.048","0.103"
"921609","1","0.192","-1.392","-0.645"
"921613","2","-0.082","0.034","0.152"
"921618","2","-0.015","0.023","0.181"
"921619","1","-0.005","-1.285","-0.575"
"921623","2","0.061","0.011","0.194"
"921624","1","-0.115","-1.070","-0.575"
"921628","2","0.118","0.001","0.193"
"921629","1","-0.212","-0.745","-0.526"
"921633","1","-0.276","-0.347","-0.456"
"921633","2","0.152","-0.016","0.182"
"921638","2","0.174","-0.040","0.177"
"921643","2","0.177","-0.059","0.169"
"921644","1","-0.320","0.447","-0.343"
"921647","2","0.153","-0.075","0.155"
"921648","1","-0.334","0.626","-0.335"
"921653","1","-0.345","0.698","-0.303"
"921653","2","0.115","-0.092","0.131"
"921658","2","0.082","-0.115","0.110"
"921658","1","-0.311","0.736","-0.265"
"921663","1","-0.243","0.692","-0.159"
"921663","2","0.057","-0.138","0.096"
"921670","1","-0.175","0.498","-0.132"
"921673","2","-0.034","-0.161","0.081"
"921675","1","-0.172","0.301","-0.129"
"921678","2","-0.067","-0.171","0.073"
"921678","1","-0.180","0.130","-0.079"
"921683","2","-0.067","-0.185","0.074"
"921685","1","-0.127","0.017","0.094"
"921687","2","-0.039","-0.190","0.063"
"921688","1","-0.002","0.115","0.313"
"921693","2","0.004","-0.185","0.054"
"921698","1","0.190","0.188","0.443"
"921699","2","0.035","-0.168","0.040"
"921703","1","0.256","0.137","0.410"
"921703","2","0.044","-0.148","0.020"
"921707","1","0.271","0.060","0.456"
"921708","2","0.042","-0.127","0.006"
"921713","2","0.034","-0.108","0.002"
"921713","1","0.252","-0.077","0.537"
"921718","2","0.030","-0.084","0.001"
"921718","1","0.213","-0.235","0.512"
"921723","1","0.151","-0.366","0.473"
"921728","1","0.153","-0.462","0.319"
"921728","2","0.034","-0.021","-0.017"
"921732","2","0.063","0.008","-0.025"
