"1547866883932","-22"
"1547866883933","0"
"1547866883958","-22"
"1547866883959","0"
"1547866883975","-22"
"1547866883976","0"
"1547866883999","-22"
"1547866884000","0"
"1547866884089","-23"
"1547866884090","0"
"1547866884113","-23"
"1547866884114","0"
"1547866884131","-23"
"1547866884132","0"
"1547866884159","-23"
"1547866884160","0"
"1547866884213","-23"
"1547866884214","0"
"1547866884246","-22"
"1547866884247","0"
"1547866884271","-22"
"1547866884272","0"
"1547866884294","-22"
"1547866884295","0"
"1547866884315","-22"
"1547866884316","0"
"1547866884425","-23"
"1547866884426","0"
"1547866884444","-23"
"1547866884446","0"
"1547866884471","-23"
"1547866884472","0"
"1547866884546","-22"
"1547866884547","0"
"1547866884570","-22"
"1547866884571","0"
"1547866884589","-22"
"1547866884590","0"
"1547866884629","-22"
"1547866884630","0"
"1547866884645","-23"
"1547866884646","0"
"1547866884688","-23"
"1547866884689","0"
"1547866884705","-23"
"1547866884706","0"
"1547866884727","-23"
"1547866884728","0"
"1547866884793","-22"
"1547866884794","0"
"1547866884819","-22"
"1547866884820","0"
"1547866884840","-22"
"1547866884841","0"
"1547866884868","-22"
"1547866884869","0"
"1547866884947","-23"
"1547866884948","0"
"1547866884973","-23"
"1547866884974","0"
"1547866884993","-23"
"1547866884994","0"
"1547866885022","-23"
"1547866885023","0"
"1547866885124","-22"
"1547866885125","0"
"1547866885154","-22"
"1547866885155","0"
"1547866885176","-22"
"1547866885177","0"
"1547866885198","-22"
"1547866885200","0"
"1547866885216","-22"
"1547866885217","0"
"1547866885241","-22"
"1547866885242","0"
"1547866885343","-23"
"1547866885345","0"
"1547866885369","-23"
"1547866885370","0"
"1547866885387","-23"
"1547866885388","0"
"1547866885411","-23"
"1547866885412","0"
"1547866885438","-23"
"1547866885439","0"
"1547866885485","-23"
"1547866885486","0"
"1547866885584","-22"
"1547866885585","0"
"1547866885612","-22"
"1547866885613","0"
"1547866885630","-22"
"1547866885631","0"
"1547866885654","-22"
"1547866885656","0"
"1547866885677","-22"
"1547866885678","0"
"1547866885704","-22"
"1547866885705","0"
"1547866885730","-22"
"1547866885731","0"
"1547866885865","-23"
"1547866885866","0"
"1547866885891","-23"
"1547866885892","0"
"1547866885921","-23"
"1547866885922","0"
"1547866885950","-23"
"1547866885951","0"
"1547866885983","-23"
"1547866885984","0"
"1547866886022","-23"
"1547866886023","0"
"1547866886070","-22"
"1547866886071","0"
"1547866886091","-22"
"1547866886092","0"
"1547866886112","-22"
"1547866886113","0"
"1547866886130","-22"
"1547866886131","0"
"1547866886153","-22"
"1547866886154","0"
"1547866886180","-22"
"1547866886181","0"
"1547867500779","-22"
"1547867500780","0"
"1547867500858","-22"
"1547867500858","0"
"1547867500911","-22"
"1547867500913","0"
"1547867501002","-22"
"1547867501003","0"
"1547867501283","-23"
"1547867501283","0"
"1547867501366","-23"
"1547867501367","0"
"1547867501426","-23"
"1547867501427","0"
"1547867501498","-23"
"1547867501499","0"
"1547867501551","-23"
"1547867501552","0"
"1547867501745","-22"
"1547867501746","0"
"1547867501799","-22"
"1547867501800","0"
"1547867501847","-22"
"1547867501848","0"
"1547867501884","-22"
"1547867501885","0"
"1547867501934","-22"
"1547867501935","0"
"1547867502004","-22"
"1547867502005","0"
"1547867502235","-23"
"1547867502236","0"
"1547867502284","-23"
"1547867502286","0"
"1547867502333","-23"
"1547867502334","0"
"1547867502373","-23"
"1547867502373","0"
"1547867502420","-23"
"1547867502421","0"
"1547867502489","-23"
"1547867502490","0"
"1547867502677","-22"
"1547867502678","0"
"1547867502768","-22"
"1547867502768","0"
"1547867502814","-22"
"1547867502815","0"
"1547867502854","-22"
"1547867502855","0"
"1547867502905","-22"
"1547867502906","0"
"1547867502949","-22"
"1547867502950","0"
"1547867503041","-22"
"1547867503041","0"
"1547867503100","-23"
"1547867503101","0"
"1547867503237","-23"
"1547867503238","0"
"1547867503282","-23"
"1547867503283","0"
"1547867503338","-23"
"1547867503339","0"
"1547867503372","-23"
"1547867503373","0"
"1547867503422","-23"
"1547867503423","0"
"1547867503618","-22"
"1547867503619","0"
"1547867503660","-22"
"1547867503661","0"
"1547867503696","-22"
"1547867503697","0"
"1547867503743","-22"
"1547867503744","0"
"1547867503786","-22"
"1547867503787","0"
"1547867503851","-22"
"1547867503852","0"
"1547867504078","-23"
"1547867504079","0"
"1547867504158","-23"
"1547867504159","0"
"1547867504192","-23"
"1547867504193","0"
"1547867504224","-23"
"1547867504225","0"
"1547867504269","-23"
"1547867504270","0"
"1547867504328","-23"
"1547867504329","0"
"1547867504415","-23"
"1547867504416","0"
"1547867504593","-22"
"1547867504594","0"
"1547867504646","-22"
"1547867504647","0"
"1547867504710","-22"
"1547867504711","0"
"1547867504763","-22"
"1547867504764","0"
"1547867504811","-22"
"1547867504812","0"
"1547867504861","-22"
"1547867504862","0"
"1547867504922","-22"
"1547867504923","0"
"1547867505134","-23"
"1547867505135","0"
"1547867505192","-23"
"1547867505193","0"
"1547867505230","-23"
"1547867505232","0"
"1547867505281","-23"
"1547867505282","0"
"1547867505327","-23"
"1547867505328","0"
"1547867505383","-23"
"1547867505384","0"
"1547867505453","-23"
"1547867505454","0"
"1547867505611","-22"
"1547867505612","0"
"1547867505659","-22"
"1547867505660","0"
"1547867505719","-22"
"1547867505720","0"
"1547867505757","-22"
"1547867505758","0"
"1547867505802","-22"
"1547867505803","0"
"1547867505839","-22"
"1547867505840","0"
"1547867505896","-22"
"1547867505897","0"
"1547867506074","-23"
"1547867506075","0"
"1547867506134","-23"
"1547867506136","0"
"1547867506171","-23"
"1547867506172","0"
"1547867506208","-23"
"1547867506209","0"
"1547867506250","-23"
"1547867506251","0"
"1547867506301","-23"
"1547867506302","0"
